"","B_COUNTRY_ALPHA","Q46","Q49","Q274"
"33508","KAZ",2,10,2
"33509","KAZ",3,5,1
"33510","KAZ",2,10,2
"33511","KAZ",2,7,2
"33512","KAZ",2,8,1
"33513","KAZ",2,7,1
"33514","KAZ",2,5,1
"33515","KAZ",2,7,4
"33516","KAZ",3,9,1
"33517","KAZ",4,4,0
"33518","KAZ",3,5,0
"33519","KAZ",2,9,2
"33520","KAZ",2,7,1
"33521","KAZ",2,6,1
"33522","KAZ",1,10,1
"33523","KAZ",1,10,0
"33524","KAZ",NA,6,0
"33525","KAZ",1,8,0
"33526","KAZ",2,8,2
"33527","KAZ",1,8,0
"33528","KAZ",2,10,3
"33529","KAZ",2,2,0
"33530","KAZ",NA,10,0
"33531","KAZ",2,8,2
"33532","KAZ",2,NA,3
"33533","KAZ",2,8,3
"33534","KAZ",2,8,4
"33535","KAZ",2,8,1
"33536","KAZ",2,8,3
"33537","KAZ",2,6,1
"33538","KAZ",2,9,1
"33539","KAZ",2,8,0
"33540","KAZ",2,8,2
"33541","KAZ",2,8,2
"33542","KAZ",2,9,2
"33543","KAZ",2,9,0
"33544","KAZ",1,9,2
"33545","KAZ",1,8,1
"33546","KAZ",1,7,1
"33547","KAZ",1,8,2
"33548","KAZ",2,8,1
"33549","KAZ",1,8,1
"33550","KAZ",1,8,1
"33551","KAZ",1,8,0
"33552","KAZ",1,9,1
"33553","KAZ",2,7,2
"33554","KAZ",1,8,2
"33555","KAZ",1,6,1
"33556","KAZ",2,10,2
"33557","KAZ",2,8,3
"33558","KAZ",2,6,2
"33559","KAZ",1,5,3
"33560","KAZ",2,6,1
"33561","KAZ",2,8,4
"33562","KAZ",2,5,0
"33563","KAZ",2,7,5
"33564","KAZ",2,5,0
"33565","KAZ",2,7,4
"33566","KAZ",2,5,4
"33567","KAZ",1,10,0
"33568","KAZ",2,10,3
"33569","KAZ",1,5,4
"33570","KAZ",1,10,4
"33571","KAZ",1,5,4
"33572","KAZ",1,5,5
"33573","KAZ",2,6,3
"33574","KAZ",2,5,4
"33575","KAZ",2,5,2
"33576","KAZ",1,9,0
"33577","KAZ",2,7,4
"33578","KAZ",1,5,3
"33579","KAZ",2,3,3
"33580","KAZ",2,6,1
"33581","KAZ",2,5,5
"33582","KAZ",1,10,2
"33583","KAZ",1,6,1
"33584","KAZ",1,10,5
"33585","KAZ",1,7,2
"33586","KAZ",1,10,2
"33587","KAZ",1,5,4
"33588","KAZ",1,4,3
"33589","KAZ",1,6,1
"33590","KAZ",1,10,3
"33591","KAZ",2,4,0
"33592","KAZ",2,6,1
"33593","KAZ",2,8,3
"33594","KAZ",2,5,3
"33595","KAZ",3,4,1
"33596","KAZ",2,5,0
"33597","KAZ",2,9,2
"33598","KAZ",2,2,0
"33599","KAZ",2,8,3
"33600","KAZ",2,7,1
"33601","KAZ",2,7,2
"33602","KAZ",3,5,2
"33603","KAZ",2,5,1
"33604","KAZ",2,6,0
"33605","KAZ",2,4,2
"33606","KAZ",1,7,2
"33607","KAZ",2,7,1
"33608","KAZ",2,10,2
"33609","KAZ",1,6,1
"33610","KAZ",1,10,0
"33611","KAZ",1,8,1
"33612","KAZ",1,8,2
"33613","KAZ",1,4,4
"33614","KAZ",1,7,2
"33615","KAZ",1,8,2
"33616","KAZ",1,10,3
"33617","KAZ",2,8,2
"33618","KAZ",1,3,2
"33619","KAZ",1,10,2
"33620","KAZ",3,5,3
"33621","KAZ",2,5,NA
"33622","KAZ",2,5,3
"33623","KAZ",1,7,2
"33624","KAZ",1,8,3
"33625","KAZ",2,8,0
"33626","KAZ",2,7,3
"33627","KAZ",2,8,1
"33628","KAZ",2,6,0
"33629","KAZ",2,7,5
"33630","KAZ",2,8,3
"33631","KAZ",2,9,2
"33632","KAZ",2,6,2
"33633","KAZ",3,7,2
"33634","KAZ",2,7,1
"33635","KAZ",2,8,3
"33636","KAZ",1,5,3
"33637","KAZ",2,5,1
"33638","KAZ",2,8,2
"33639","KAZ",2,6,2
"33640","KAZ",1,8,0
"33641","KAZ",2,6,1
"33642","KAZ",2,8,2
"33643","KAZ",2,8,1
"33644","KAZ",2,6,3
"33645","KAZ",2,7,2
"33646","KAZ",1,10,1
"33647","KAZ",2,5,0
"33648","KAZ",2,5,0
"33649","KAZ",3,1,1
"33650","KAZ",2,7,2
"33651","KAZ",1,9,1
"33652","KAZ",1,7,1
"33653","KAZ",2,5,2
"33654","KAZ",2,5,0
"33655","KAZ",3,3,2
"33656","KAZ",2,5,0
"33657","KAZ",2,9,0
"33658","KAZ",2,7,0
"33659","KAZ",3,6,2
"33660","KAZ",2,8,0
"33661","KAZ",2,4,0
"33662","KAZ",1,9,1
"33663","KAZ",1,9,6
"33664","KAZ",2,5,2
"33665","KAZ",1,10,2
"33666","KAZ",1,9,2
"33667","KAZ",1,10,3
"33668","KAZ",2,9,4
"33669","KAZ",2,10,5
"33670","KAZ",1,10,5
"33671","KAZ",2,8,3
"33672","KAZ",2,8,2
"33673","KAZ",2,10,2
"33674","KAZ",2,9,3
"33675","KAZ",2,10,2
"33676","KAZ",1,7,4
"33677","KAZ",1,10,2
"33678","KAZ",1,10,4
"33679","KAZ",2,7,5
"33680","KAZ",2,6,3
"33681","KAZ",2,8,1
"33682","KAZ",1,10,3
"33683","KAZ",1,9,4
"33684","KAZ",2,7,0
"33685","KAZ",1,10,3
"33686","KAZ",1,8,3
"33687","KAZ",2,7,6
"33688","KAZ",1,9,4
"33689","KAZ",1,8,0
"33690","KAZ",1,9,6
"33691","KAZ",1,9,4
"33692","KAZ",1,8,4
"33693","KAZ",1,7,3
"33694","KAZ",1,8,2
"33695","KAZ",1,10,0
"33696","KAZ",1,8,0
"33697","KAZ",1,9,4
"33698","KAZ",1,9,0
"33699","KAZ",1,6,2
"33700","KAZ",1,10,5
"33701","KAZ",1,6,1
"33702","KAZ",3,7,3
"33703","KAZ",2,7,0
"33704","KAZ",1,9,0
"33705","KAZ",2,9,0
"33706","KAZ",2,7,3
"33707","KAZ",2,7,4
"33708","KAZ",2,NA,3
"33709","KAZ",2,9,2
"33710","KAZ",NA,9,2
"33711","KAZ",2,6,3
"33712","KAZ",2,5,0
"33713","KAZ",1,10,3
"33714","KAZ",2,4,3
"33715","KAZ",2,4,4
"33716","KAZ",2,10,3
"33717","KAZ",1,6,0
"33718","KAZ",1,10,3
"33719","KAZ",2,8,1
"33720","KAZ",2,10,0
"33721","KAZ",1,10,1
"33722","KAZ",1,10,2
"33723","KAZ",1,10,1
"33724","KAZ",2,10,0
"33725","KAZ",1,10,2
"33726","KAZ",1,10,2
"33727","KAZ",1,10,3
"33728","KAZ",1,10,2
"33729","KAZ",2,7,0
"33730","KAZ",2,9,4
"33731","KAZ",2,9,2
"33732","KAZ",2,9,4
"33733","KAZ",2,9,1
"33734","KAZ",2,8,2
"33735","KAZ",2,9,2
"33736","KAZ",2,8,0
"33737","KAZ",2,9,3
"33738","KAZ",2,8,0
"33739","KAZ",2,9,3
"33740","KAZ",2,8,2
"33741","KAZ",3,9,4
"33742","KAZ",2,6,4
"33743","KAZ",2,8,4
"33744","KAZ",1,5,5
"33745","KAZ",2,8,4
"33746","KAZ",2,8,0
"33747","KAZ",1,7,4
"33748","KAZ",2,9,1
"33749","KAZ",2,9,2
"33750","KAZ",2,9,3
"33751","KAZ",1,7,0
"33752","KAZ",1,5,3
"33753","KAZ",2,8,4
"33754","KAZ",2,6,0
"33755","KAZ",2,9,2
"33756","KAZ",2,9,3
"33757","KAZ",3,9,3
"33758","KAZ",2,8,4
"33759","KAZ",2,8,2
"33760","KAZ",2,8,0
"33761","KAZ",2,8,0
"33762","KAZ",2,9,3
"33763","KAZ",1,7,2
"33764","KAZ",1,10,4
"33765","KAZ",1,8,3
"33766","KAZ",2,5,0
"33767","KAZ",1,10,3
"33768","KAZ",1,10,2
"33769","KAZ",3,10,4
"33770","KAZ",3,10,2
"33771","KAZ",1,8,3
"33772","KAZ",1,8,2
"33773","KAZ",1,8,3
"33774","KAZ",1,7,5
"33775","KAZ",1,5,3
"33776","KAZ",1,7,3
"33777","KAZ",1,10,4
"33778","KAZ",2,6,3
"33779","KAZ",3,8,2
"33780","KAZ",2,6,5
"33781","KAZ",2,5,4
"33782","KAZ",2,7,4
"33783","KAZ",2,7,5
"33784","KAZ",1,10,0
"33785","KAZ",2,7,5
"33786","KAZ",2,4,5
"33787","KAZ",1,5,4
"33788","KAZ",2,4,6
"33789","KAZ",1,5,2
"33790","KAZ",2,6,3
"33791","KAZ",3,4,5
"33792","KAZ",2,4,1
"33793","KAZ",1,4,6
"33794","KAZ",3,6,4
"33795","KAZ",1,3,4
"33796","KAZ",2,4,5
"33797","KAZ",3,8,6
"33798","KAZ",2,4,6
"33799","KAZ",1,4,5
"33800","KAZ",1,5,0
"33801","KAZ",2,4,6
"33802","KAZ",3,6,2
"33803","KAZ",2,4,4
"33804","KAZ",3,4,5
"33805","KAZ",2,6,4
"33806","KAZ",2,10,0
"33807","KAZ",3,6,0
"33808","KAZ",2,6,3
"33809","KAZ",2,7,4
"33810","KAZ",2,8,6
"33811","KAZ",2,8,3
"33812","KAZ",2,8,4
"33813","KAZ",2,8,1
"33814","KAZ",2,7,3
"33815","KAZ",2,8,4
"33816","KAZ",2,8,4
"33817","KAZ",2,7,2
"33818","KAZ",2,7,1
"33819","KAZ",2,7,1
"33820","KAZ",2,7,3
"33821","KAZ",2,8,3
"33822","KAZ",2,7,3
"33823","KAZ",2,8,2
"33824","KAZ",2,8,3
"33825","KAZ",2,8,1
"33826","KAZ",2,8,0
"33827","KAZ",2,8,0
"33828","KAZ",2,8,0
"33829","KAZ",2,8,4
"33830","KAZ",1,7,4
"33831","KAZ",2,8,5
"33832","KAZ",1,5,0
"33833","KAZ",2,10,3
"33834","KAZ",1,7,6
"33835","KAZ",2,10,4
"33836","KAZ",1,10,2
"33837","KAZ",1,7,5
"33838","KAZ",1,5,5
"33839","KAZ",1,10,5
"33840","KAZ",1,6,3
"33841","KAZ",2,5,1
"33842","KAZ",2,4,4
"33843","KAZ",2,4,3
"33844","KAZ",1,5,5
"33845","KAZ",1,10,5
"33846","KAZ",1,10,5
"33847","KAZ",1,5,2
"33848","KAZ",1,5,6
"33849","KAZ",4,10,4
"33850","KAZ",3,4,3
"33851","KAZ",1,5,0
"33852","KAZ",1,10,5
"33853","KAZ",3,4,2
"33854","KAZ",2,6,3
"33855","KAZ",2,6,0
"33856","KAZ",2,6,2
"33857","KAZ",2,5,2
"33858","KAZ",1,6,1
"33859","KAZ",2,6,3
"33860","KAZ",2,5,2
"33861","KAZ",3,6,2
"33862","KAZ",2,4,1
"33863","KAZ",2,6,2
"33864","KAZ",1,5,3
"33865","KAZ",2,3,1
"33866","KAZ",2,3,2
"33867","KAZ",2,6,1
"33868","KAZ",1,9,3
"33869","KAZ",2,5,1
"33870","KAZ",1,6,0
"33871","KAZ",1,7,2
"33872","KAZ",3,5,1
"33873","KAZ",2,9,1
"33874","KAZ",3,5,0
"33875","KAZ",1,6,1
"33876","KAZ",1,6,2
"33877","KAZ",2,7,1
"33878","KAZ",NA,7,1
"33879","KAZ",2,6,1
"33880","KAZ",NA,6,0
"33881","KAZ",NA,6,2
"33882","KAZ",NA,6,2
"33883","KAZ",2,7,2
"33884","KAZ",NA,6,1
"33885","KAZ",NA,6,2
"33886","KAZ",NA,6,0
"33887","KAZ",NA,5,2
"33888","KAZ",2,7,2
"33889","KAZ",NA,6,1
"33890","KAZ",NA,6,1
"33891","KAZ",3,8,2
"33892","KAZ",3,7,0
"33893","KAZ",3,7,0
"33894","KAZ",NA,6,0
"33895","KAZ",NA,8,2
"33896","KAZ",NA,7,1
"33897","KAZ",NA,7,0
"33898","KAZ",NA,5,1
"33899","KAZ",NA,6,0
"33900","KAZ",2,6,0
"33901","KAZ",NA,6,NA
"33902","KAZ",NA,8,1
"33903","KAZ",NA,6,1
"33904","KAZ",3,5,1
"33905","KAZ",3,5,2
"33906","KAZ",3,5,1
"33907","KAZ",3,5,2
"33908","KAZ",3,5,0
"33909","KAZ",3,5,2
"33910","KAZ",NA,6,1
"33911","KAZ",2,6,0
"33912","KAZ",NA,7,0
"33913","KAZ",3,5,NA
"33914","KAZ",3,5,0
"33915","KAZ",3,5,NA
"33916","KAZ",2,4,NA
"33917","KAZ",NA,5,2
"33918","KAZ",NA,6,0
"33919","KAZ",2,4,0
"33920","KAZ",3,5,1
"33921","KAZ",3,5,2
"33922","KAZ",NA,7,0
"33923","KAZ",NA,7,1
"33924","KAZ",NA,7,1
"33925","KAZ",NA,5,1
"33926","KAZ",3,6,2
"33927","KAZ",NA,6,1
"33928","KAZ",NA,5,3
"33929","KAZ",3,6,1
"33930","KAZ",NA,6,0
"33931","KAZ",NA,6,1
"33932","KAZ",NA,4,3
"33933","KAZ",NA,6,0
"33934","KAZ",NA,6,1
"33935","KAZ",NA,7,2
"33936","KAZ",NA,6,2
"33937","KAZ",NA,7,1
"33938","KAZ",NA,NA,1
"33939","KAZ",NA,6,1
"33940","KAZ",2,10,3
"33941","KAZ",1,10,1
"33942","KAZ",2,9,0
"33943","KAZ",1,9,1
"33944","KAZ",1,9,2
"33945","KAZ",1,9,0
"33946","KAZ",1,10,0
"33947","KAZ",2,6,3
"33948","KAZ",2,7,1
"33949","KAZ",2,10,1
"33950","KAZ",1,7,2
"33951","KAZ",2,7,1
"33952","KAZ",2,4,3
"33953","KAZ",2,NA,1
"33954","KAZ",2,10,0
"33955","KAZ",1,2,2
"33956","KAZ",2,9,3
"33957","KAZ",2,5,3
"33958","KAZ",2,5,0
"33959","KAZ",2,5,0
"33960","KAZ",1,10,2
"33961","KAZ",2,NA,0
"33962","KAZ",2,4,3
"33963","KAZ",1,3,2
"33964","KAZ",2,7,2
"33965","KAZ",2,6,0
"33966","KAZ",2,7,1
"33967","KAZ",2,6,2
"33968","KAZ",2,6,1
"33969","KAZ",2,5,0
"33970","KAZ",2,5,1
"33971","KAZ",2,6,2
"33972","KAZ",2,6,0
"33973","KAZ",2,7,2
"33974","KAZ",2,6,0
"33975","KAZ",2,5,0
"33976","KAZ",2,10,2
"33977","KAZ",1,10,1
"33978","KAZ",1,10,0
"33979","KAZ",1,10,2
"33980","KAZ",1,5,2
"33981","KAZ",1,10,1
"33982","KAZ",1,10,4
"33983","KAZ",1,10,3
"33984","KAZ",1,5,4
"33985","KAZ",1,10,1
"33986","KAZ",1,10,0
"33987","KAZ",1,10,2
"33988","KAZ",1,10,2
"33989","KAZ",1,10,2
"33990","KAZ",1,10,0
"33991","KAZ",1,10,2
"33992","KAZ",1,10,1
"33993","KAZ",1,10,4
"33994","KAZ",1,10,2
"33995","KAZ",2,10,2
"33996","KAZ",2,10,3
"33997","KAZ",2,7,0
"33998","KAZ",2,10,2
"33999","KAZ",2,5,3
"34000","KAZ",2,10,0
"34001","KAZ",1,10,4
"34002","KAZ",2,10,2
"34003","KAZ",2,10,0
"34004","KAZ",2,9,4
"34005","KAZ",2,10,2
"34006","KAZ",2,10,2
"34007","KAZ",1,6,3
"34008","KAZ",2,4,1
"34009","KAZ",3,2,2
"34010","KAZ",2,6,1
"34011","KAZ",2,4,0
"34012","KAZ",2,4,2
"34013","KAZ",3,3,1
"34014","KAZ",2,5,1
"34015","KAZ",3,4,1
"34016","KAZ",3,5,0
"34017","KAZ",2,5,1
"34018","KAZ",2,5,1
"34019","KAZ",2,3,1
"34020","KAZ",3,4,2
"34021","KAZ",2,8,2
"34022","KAZ",2,7,1
"34023","KAZ",3,4,2
"34024","KAZ",2,4,0
"34025","KAZ",3,3,0
"34026","KAZ",3,1,0
"34027","KAZ",3,4,2
"34028","KAZ",3,3,1
"34029","KAZ",3,1,1
"34030","KAZ",2,7,0
"34031","KAZ",3,1,0
"34032","KAZ",2,5,2
"34033","KAZ",2,5,0
"34034","KAZ",2,6,2
"34035","KAZ",2,3,0
"34036","KAZ",3,6,1
"34037","KAZ",3,2,0
"34038","KAZ",2,5,2
"34039","KAZ",2,7,1
"34040","KAZ",2,7,3
"34041","KAZ",2,3,2
"34042","KAZ",2,6,1
"34043","KAZ",2,6,0
"34044","KAZ",3,2,0
"34045","KAZ",2,5,0
"34046","KAZ",3,4,0
"34047","KAZ",2,6,2
"34048","KAZ",1,6,0
"34049","KAZ",2,7,0
"34050","KAZ",2,5,0
"34051","KAZ",2,6,0
"34052","KAZ",3,5,0
"34053","KAZ",3,5,0
"34054","KAZ",3,5,0
"34055","KAZ",3,5,0
"34056","KAZ",2,5,NA
"34057","KAZ",2,5,2
"34058","KAZ",3,1,2
"34059","KAZ",2,5,2
"34060","KAZ",2,1,0
"34061","KAZ",2,1,2
"34062","KAZ",2,5,2
"34063","KAZ",2,1,2
"34064","KAZ",2,5,0
"34065","KAZ",2,5,0
"34066","KAZ",2,5,3
"34067","KAZ",2,5,NA
"34068","KAZ",2,5,2
"34069","KAZ",2,5,1
"34070","KAZ",2,5,2
"34071","KAZ",2,5,1
"34072","KAZ",2,5,0
"34073","KAZ",2,5,0
"34074","KAZ",2,5,2
"34075","KAZ",2,5,2
"34076","KAZ",2,10,1
"34077","KAZ",2,1,NA
"34078","KAZ",3,5,2
"34079","KAZ",3,5,6
"34080","KAZ",2,NA,2
"34081","KAZ",2,NA,1
"34082","KAZ",2,5,2
"34083","KAZ",2,10,0
"34084","KAZ",3,5,2
"34085","KAZ",2,10,0
"34086","KAZ",2,7,3
"34087","KAZ",2,8,2
"34088","KAZ",2,7,2
"34089","KAZ",2,5,2
"34090","KAZ",2,7,1
"34091","KAZ",3,9,2
"34092","KAZ",2,9,1
"34093","KAZ",2,7,2
"34094","KAZ",2,6,2
"34095","KAZ",1,10,1
"34096","KAZ",NA,5,4
"34097","KAZ",1,5,3
"34098","KAZ",1,2,2
"34099","KAZ",NA,4,1
"34100","KAZ",NA,4,4
"34101","KAZ",NA,4,0
"34102","KAZ",NA,4,0
"34103","KAZ",1,5,3
"34104","KAZ",NA,4,3
"34105","KAZ",NA,4,0
"34106","KAZ",2,7,4
"34107","KAZ",1,9,0
"34108","KAZ",2,6,1
"34109","KAZ",2,6,2
"34110","KAZ",2,3,2
"34111","KAZ",3,4,1
"34112","KAZ",1,9,1
"34113","KAZ",3,4,2
"34114","KAZ",2,4,1
"34115","KAZ",2,8,2
"34116","KAZ",2,7,3
"34117","KAZ",2,6,2
"34118","KAZ",2,7,3
"34119","KAZ",2,8,2
"34120","KAZ",2,6,2
"34121","KAZ",2,6,3
"34122","KAZ",2,6,0
"34123","KAZ",2,7,3
"34124","KAZ",2,7,3
"34125","KAZ",2,7,0
"34126","KAZ",2,7,2
"34127","KAZ",2,6,3
"34128","KAZ",2,8,3
"34129","KAZ",2,7,2
"34130","KAZ",2,5,2
"34131","KAZ",2,4,0
"34132","KAZ",1,5,3
"34133","KAZ",2,5,3
"34134","KAZ",1,3,0
"34135","KAZ",2,4,4
"34136","KAZ",2,7,2
"34137","KAZ",2,3,0
"34138","KAZ",1,10,3
"34139","KAZ",3,5,2
"34140","KAZ",3,3,1
"34141","KAZ",1,9,0
"34142","KAZ",1,4,1
"34143","KAZ",NA,2,1
"34144","KAZ",2,6,2
"34145","KAZ",1,8,2
"34146","KAZ",2,10,2
"34147","KAZ",1,4,2
"34148","KAZ",1,10,3
"34149","KAZ",1,6,1
"34150","KAZ",1,7,4
"34151","KAZ",1,8,2
"34152","KAZ",3,6,1
"34153","KAZ",1,7,2
"34154","KAZ",1,10,3
"34155","KAZ",2,9,1
"34156","KAZ",1,10,5
"34157","KAZ",3,6,0
"34158","KAZ",1,10,0
"34159","KAZ",1,7,1
"34160","KAZ",2,8,1
"34161","KAZ",1,9,2
"34162","KAZ",2,6,0
"34163","KAZ",1,10,1
"34164","KAZ",1,9,1
"34165","KAZ",1,5,3
"34166","KAZ",1,10,2
"34167","KAZ",1,10,1
"34168","KAZ",1,10,0
"34169","KAZ",3,8,2
"34170","KAZ",2,10,2
"34171","KAZ",2,7,2
"34172","KAZ",2,7,1
"34173","KAZ",2,8,2
"34174","KAZ",2,5,4
"34175","KAZ",2,6,2
"34176","KAZ",2,6,0
"34177","KAZ",3,5,1
"34178","KAZ",3,5,0
"34179","KAZ",NA,5,2
"34180","KAZ",2,8,3
"34181","KAZ",1,10,0
"34182","KAZ",NA,6,0
"34183","KAZ",1,8,2
"34184","KAZ",2,10,1
"34185","KAZ",2,2,1
"34186","KAZ",NA,10,2
"34187","KAZ",2,8,0
"34188","KAZ",2,NA,1
"34189","KAZ",2,8,3
"34190","KAZ",2,8,3
"34191","KAZ",2,8,0
"34192","KAZ",2,8,1
"34193","KAZ",2,6,0
"34194","KAZ",2,9,0
"34195","KAZ",2,8,2
"34196","KAZ",2,8,2
"34197","KAZ",2,8,1
"34198","KAZ",2,9,0
"34199","KAZ",2,9,3
"34200","KAZ",1,9,2
"34201","KAZ",1,8,0
"34202","KAZ",1,8,0
"34203","KAZ",2,7,1
"34204","KAZ",3,5,2
"34205","KAZ",2,6,3
"34206","KAZ",2,6,0
"34207","KAZ",2,5,2
"34208","KAZ",3,6,2
"34209","KAZ",3,5,2
"34210","KAZ",2,6,2
"34211","KAZ",3,3,2
"34212","KAZ",2,5,1
"34213","KAZ",1,8,0
"34214","KAZ",2,7,2
"34215","KAZ",1,8,2
"34216","KAZ",2,7,0
"34217","KAZ",2,7,2
"34218","KAZ",2,7,3
"34219","KAZ",2,7,2
"34220","KAZ",2,6,0
"34221","KAZ",2,8,1
"34222","KAZ",2,7,3
"34223","KAZ",2,7,1
"34224","KAZ",2,7,3
"34225","KAZ",2,7,3
"34226","KAZ",1,7,1
"34227","KAZ",2,7,0
"34228","KAZ",1,10,1
"34229","KAZ",1,10,1
"34230","KAZ",1,10,2
"34231","KAZ",2,7,2
"34232","KAZ",1,9,1
"34233","KAZ",1,7,1
"34234","KAZ",2,9,2
"34235","KAZ",2,9,3
"34236","KAZ",2,6,0
"34237","KAZ",2,7,0
"34238","KAZ",1,10,1
"34239","KAZ",2,9,0
"34240","KAZ",3,4,0
"34241","KAZ",2,5,0
"34242","KAZ",2,5,1
"34243","KAZ",2,4,5
"34244","KAZ",2,5,1
"34245","KAZ",1,6,0
"34246","KAZ",1,10,2
"34247","KAZ",1,5,0
"34248","KAZ",NA,6,0
"34249","KAZ",NA,8,0
"34250","KAZ",1,9,0
"34251","KAZ",1,5,0
"34252","KAZ",1,8,4
"34253","KAZ",1,9,3
"34254","KAZ",1,6,2
"34255","KAZ",1,5,1
"34256","KAZ",1,8,0
"34257","KAZ",2,5,4
"34258","KAZ",2,7,2
"34259","KAZ",2,4,4
"34260","KAZ",1,8,0
"34261","KAZ",1,4,2
"34262","KAZ",1,6,0
"34263","KAZ",1,8,2
"34264","KAZ",2,8,1
"34265","KAZ",1,4,2
"34266","KAZ",1,6,0
"34267","KAZ",1,4,1
"34268","KAZ",3,6,2
"34269","KAZ",3,6,2
"34270","KAZ",1,7,4
"34271","KAZ",1,5,0
"34272","KAZ",1,4,4
"34273","KAZ",2,5,1
"34274","KAZ",3,3,1
"34275","KAZ",3,4,1
"34276","KAZ",3,6,0
"34277","KAZ",2,6,0
"34278","KAZ",3,5,0
"34279","KAZ",2,5,1
"34280","KAZ",3,5,2
"34281","KAZ",2,5,1
"34282","KAZ",2,6,0
"34283","KAZ",2,6,0
"34284","KAZ",2,10,0
"34285","KAZ",3,NA,0
"34286","KAZ",2,4,NA
"34287","KAZ",2,5,0
"34288","KAZ",1,9,3
"34289","KAZ",2,5,1
"34290","KAZ",2,4,NA
"34291","KAZ",NA,4,NA
"34292","KAZ",2,7,2
"34293","KAZ",2,3,NA
"34294","KAZ",2,3,0
"34295","KAZ",3,4,1
"34296","KAZ",1,2,3
"34297","KAZ",4,4,NA
"34298","KAZ",NA,4,0
"34299","KAZ",4,7,0
"34300","KAZ",1,8,NA
"34301","KAZ",1,10,1
"34302","KAZ",NA,NA,NA
"34303","KAZ",3,6,1
"34304","KAZ",2,5,2
"34305","KAZ",2,5,2
"34306","KAZ",2,5,3
"34307","KAZ",2,6,1
"34308","KAZ",NA,5,1
"34309","KAZ",2,7,0
"34310","KAZ",3,5,3
"34311","KAZ",3,NA,2
"34312","KAZ",2,4,1
"34313","KAZ",2,4,0
"34314","KAZ",1,7,1
"34315","KAZ",1,9,0
"34316","KAZ",1,8,1
"34317","KAZ",2,10,0
"34318","KAZ",1,7,1
"34319","KAZ",1,8,1
"34320","KAZ",1,9,0
"34321","KAZ",1,7,0
"34322","KAZ",1,8,1
"34323","KAZ",2,3,2
"34324","KAZ",2,7,1
"34325","KAZ",1,9,0
"34326","KAZ",1,10,0
"34327","KAZ",2,10,0
"34328","KAZ",2,6,0
"34329","KAZ",1,9,0
"34330","KAZ",1,10,0
"34331","KAZ",2,10,3
"34332","KAZ",NA,9,0
"34333","KAZ",1,10,0
"34334","KAZ",1,10,0
"34335","KAZ",1,NA,0
"34336","KAZ",1,10,0
"34337","KAZ",1,8,0
"34338","KAZ",1,10,0
"34339","KAZ",1,8,0
"34340","KAZ",1,6,0
"34341","KAZ",1,10,0
"34342","KAZ",1,10,0
"34343","KAZ",2,6,0
"34344","KAZ",2,9,0
"34345","KAZ",2,6,5
"34346","KAZ",2,10,2
"34347","KAZ",1,9,3
"34348","KAZ",1,10,1
"34349","KAZ",2,5,1
"34350","KAZ",2,8,1
"34351","KAZ",2,10,2
"34352","KAZ",2,4,0
"34353","KAZ",1,7,1
"34354","KAZ",2,7,2
"34355","KAZ",1,10,0
"34356","KAZ",2,6,2
"34357","KAZ",2,7,0
"34358","KAZ",1,10,3
"34359","KAZ",1,7,2
"34360","KAZ",1,6,2
"34361","KAZ",1,10,3
"34362","KAZ",2,6,3
"34363","KAZ",2,7,0
"34364","KAZ",2,6,2
"34365","KAZ",1,10,2
"34366","KAZ",2,6,0
"34367","KAZ",2,6,2
"34368","KAZ",2,10,2
"34369","KAZ",1,10,1
"34370","KAZ",2,5,0
"34371","KAZ",1,10,1
"34372","KAZ",2,8,2
"34373","KAZ",1,10,0
"34374","KAZ",2,5,1
"34375","KAZ",2,6,0
"34376","KAZ",2,1,0
"34377","KAZ",2,6,1
"34378","KAZ",2,5,2
"34379","KAZ",2,3,0
"34380","KAZ",2,8,1
"34381","KAZ",2,4,2
"34382","KAZ",2,4,0
"34383","KAZ",2,4,2
"34384","KAZ",2,5,3
"34385","KAZ",1,6,2
"34386","KAZ",2,7,2
"34387","KAZ",3,6,3
"34388","KAZ",1,7,3
"34389","KAZ",2,4,3
"34390","KAZ",2,6,2
"34391","KAZ",2,5,1
"34392","KAZ",2,6,2
"34393","KAZ",2,6,4
"34394","KAZ",1,6,3
"34395","KAZ",2,5,0
"34396","KAZ",1,5,0
"34397","KAZ",2,5,2
"34398","KAZ",2,6,3
"34399","KAZ",1,6,2
"34400","KAZ",2,6,1
"34401","KAZ",1,5,2
"34402","KAZ",3,7,1
"34403","KAZ",2,6,1
"34404","KAZ",2,7,NA
"34405","KAZ",2,9,1
"34406","KAZ",2,8,1
"34407","KAZ",2,8,2
"34408","KAZ",2,8,1
"34409","KAZ",2,9,2
"34410","KAZ",3,9,1
"34411","KAZ",2,9,1
"34412","KAZ",2,7,0
"34413","KAZ",2,5,2
"34414","KAZ",3,1,4
"34415","KAZ",2,7,1
"34416","KAZ",1,9,3
"34417","KAZ",2,10,1
"34418","KAZ",3,5,2
"34419","KAZ",2,10,1
"34420","KAZ",2,7,2
"34421","KAZ",2,8,2
"34422","KAZ",2,7,0
"34423","KAZ",2,5,0
"34424","KAZ",2,7,2
"34425","KAZ",3,9,0
"34426","KAZ",2,9,2
"34427","KAZ",2,7,1
"34428","KAZ",2,6,0
"34429","KAZ",1,10,1
"34430","KAZ",1,10,1
"34431","KAZ",NA,6,1
"34432","KAZ",1,8,2
